from_account_id,from_account_name,from_account_country,from_account_business_type,from_account_expected_turnover
GB15ZLUX26669207241067,Huerta-Castillo,NO,Consulting,50611.41
GB34SBRC16647665049074,Scott-Gillespie,DK,Shipping,824116.88
GB62LHQJ27506594230648,Dunn PLC,FI,Consulting,332879.34
GB78DYIR29576277898965,Mitchell and Sons,FI,Agriculture,703539.9
GB37FSFZ67107192153289,"Rice, Johns and Long",NO,Textile,144480.03
GB95LPGY03336369554368,"Stevens, Bush and Bryant",NO,Textile,1671783.86
GB53KUTU80215081698095,"Hernandez, Cantrell and Clark",NO,Agriculture,352226.2
GB43JHIZ84041035636167,Mclaughlin PLC,DK,Textile,127292.04
GB24OPWO20544985998436,Chan Ltd,NO,Shipping,613534.11
GB06ICQC16403370747773,"Lopez, Stewart and Leonard",FI,,1382764.31
GB19IAPA86068986308366,Munoz Inc,FI,Consulting,1997689.64
GB60JYQU69021309361884,Fry PLC,NO,Textile,1222462.43
GB32BIPK38916722348625,Ross-Wang,FI,Electronics,1979718.15
GB76TKWL92248215852333,"Allen, Davis and Jarvis",DK,Agriculture,1693217.7
GB67MLCC03548088712730,Welch and Sons,FI,Consulting,880470.63
GB79AECV57138762645908,Clayton Group,SE,Shipping,1751462.39
GB73ZGQM30415575434090,Brown PLC,SE,Consulting,56011.56
GB81RWUV96796869397810,Becker-Williams,SE,Consulting,52269.84
GB98OPKX35386957753362,"Sherman, Mccarty and George",SE,Shipping,1611063.45
GB89LXEX74312413102752,Mason-Mack,DK,Consulting,1343350.83
GB08RQUW13632317343143,Clark-Perez,FI,Consulting,1524233.69
GB90DDMG77094480351807,Schultz-Boyer,FI,Consulting,99511.8
GB89UQZH93039101040644,"Rodriguez, Estrada and Ross",DK,Textile,1824324.55
GB22XFZH72586762885841,"Davis, Hanna and Mitchell",NO,Shipping,579038.91
GB86AJHK70226375359283,"West, Mitchell and Mora",DK,Agriculture,1888260.23
GB60FALI10428523446756,Bailey-Summers,NO,Textile,453776.49
GB24HJHU22337236355917,Jones-Garcia,FI,Shipping,429300.9
GB32IVRU50225064744796,"Ford, Banks and Barker",SE,Consulting,169277.42
GB25SZLA86830883314628,Ross-Turner,FI,Shipping,1710458.76
GB11SHLL09260610144546,Torres-Bruce,DK,Textile,1960635.36
GB63UGBQ71926086953611,Ortiz Ltd,DK,Shipping,405922.08
GB83ZKMR38646626456207,Brown PLC,NO,Shipping,917275.49
GB81KSBV10055083340088,White PLC,SE,Shipping,571781.34
GB59VXFR74057912285904,Bowman LLC,NO,Shipping,981784.95
GB65VAHP24290283645482,Munoz LLC,DK,Agriculture,1583363.06
GB56TSVA91804825227833,"Hill, Holt and Sanchez",FI,Consulting,705139.74
GB59CARN78877107913931,Chapman and Sons,DK,Agriculture,101735.98
GB88XQYN22460087271816,Vazquez PLC,NO,Agriculture,995862.98
GB20TEFZ86986559162447,"Miller, Mclaughlin and Vance",SE,,1221685.68
GB25RRNH15810602581263,"Savage, Marquez and Simmons",FI,Electronics,1578976.52
GB37MRZL55767193476307,Kennedy-Coleman,DK,Consulting,894986.5
GB07SSKY67986964861888,"Sanchez, Burke and Hess",DK,Textile,1916877.9
GB06EBOT10390727033290,"Fowler, Smith and Yates",NO,Agriculture,1483044.52
GB98JVZM61994402137669,"Moore, Morgan and Watson",SE,Shipping,300163.92
GB33SNPB53036013219074,Sims-Welch,NO,Electronics,223099.77
GB70KLRW44384227178851,Rose Group,DK,Electronics,503742.41
GB56YWPH95672264588667,Davis Ltd,FI,Textile,1102091.95
GB35CDSO33205664592300,"Ellis, Smith and Clark",SE,Consulting,67302.56
GB70RCIL47119143643236,"Matthews, Schneider and Herring",FI,Textile,1523628.43
GB91NEZX30978999485151,"Carpenter, Juarez and Jackson",NO,Textile,69915.95
GB13HDAD45495184888015,Ramos Ltd,SE,Agriculture,161399.85
GB76DFCM34224668231056,"Montgomery, Hodges and Galvan",DK,Electronics,1906080.84
GB21HQYI54288431797192,Ingram-Mooney,FI,Agriculture,1266665.99
GB50JAFK24047188920714,"Krause, Jackson and Jones",DK,Consulting,139367.44
GB89HJDJ98226749480023,"Wilson, Riggs and Campbell",SE,Electronics,197885.5
GB06JHJX00153840628047,Wagner LLC,DK,Consulting,1371848.35
GB10QORM93894961044312,"Patterson, Pennington and Thompson",NO,Consulting,427188.99
GB13XMEN26026247512657,Chung Inc,FI,Agriculture,1196236.82
GB86TWXK84769202525362,Crawford-Kerr,NO,Electronics,1140320.83
GB17LFUW30129071117808,"Turner, Armstrong and Davis",DK,Shipping,628909.99
GB40UXHZ92533685536328,Duffy-Thomas,NO,Consulting,56655.38
GB74HASO23028714373083,Martinez-Baker,FI,Consulting,1864030.88
GB16UDJE45086441029389,Rose and Sons,DK,Shipping,1412072.19
GB85JFDY09947548666439,Ellison-Austin,DK,,987364.07
GB22EEIG32872848028658,Hopkins Inc,DK,Shipping,1442242.05
GB97UMFL60242326847297,"Hudson, Mcneil and Benson",SE,Textile,1903479
GB33IUDR95869984995571,"Sandoval, Wilkins and Wolfe",NO,Electronics,1418930.48
GB22UUQZ82431536653380,Collins LLC,NO,Electronics,999098.01
GB37STED94109576100759,Schmidt Group,NO,Consulting,70590.79
GB04ZOFU07930941376626,Brennan-Floyd,FI,Consulting,1855833.23
GB09CSST18940204739398,Williams-Carson,NO,Agriculture,1776095.12
GB29OIUC58968656666279,"Morris, Bell and Leonard",FI,Textile,122111.93
GB36ODVF61709293591326,Davenport-Salinas,NO,Textile,1807690.19
GB02SJOM14516262035996,Diaz Inc,DK,Consulting,1243342.55
GB81SUGF39123257995466,Jackson Ltd,SE,Agriculture,816136.54
GB28XLDT01236330884232,"Fuller, Kim and Freeman",SE,Shipping,232359.64
GB06FWPP62729753621271,Thompson-Gordon,SE,Textile,1041582.8
GB72LZYF95334308993218,Davis PLC,DK,Agriculture,1858528.84
GB10REXY26975160025604,"Duffy, Ball and Schneider",NO,Consulting,1942380.17
GB83MGIW25389305606694,"Rice, Kelly and Smith",DK,Agriculture,1589770.75
GB32BNGK79930939819630,Johnson Ltd,NO,Electronics,854153.08
GB72MANV89779841858507,Hall-Powers,SE,Consulting,1072443.14
GB41DDKX47839428334821,Olsen LLC,DK,Textile,1299266.01
GB61WEZB12143843479835,Lee-Miller,DK,Textile,731819.33
GB24YJFA35741739811438,Bell LLC,NO,Textile,1171740.34
GB10LIDU74644834039231,Rogers and Sons,DK,Textile,113814.03
GB73OLHG74408287542212,Cooper Ltd,DK,Consulting,1827697.54
GB40RKBN91778364973174,Clark-Olson,FI,,277175.5
GB98WELY20392410279301,Jackson-Barron,DK,Agriculture,1806422.02
GB06OBNR94532816926501,Mcneil-Phillips,FI,Shipping,772831.21
GB28YBSI80984499918657,Shields LLC,SE,Textile,804488.74
GB16YEBP88704636073244,"Davis, Gross and Kim",SE,Consulting,513786.9
GB43KASS25863269689930,Stevens-Galvan,NO,Agriculture,1377007.3
GB95POLP77260975341302,"Meyers, Miller and Shelton",NO,Consulting,710172.74
GB83JFSD76419042806957,"Mills, Wood and Cooper",SE,Textile,1671722.57
GB15UQYJ57781890091873,Bradley Ltd,FI,Electronics,1228346.25
GB41WWRS44185979993445,Frank LLC,FI,Electronics,982783.87
GB47ANAJ74989652374607,"Phillips, Robertson and Sanford",DK,Textile,70408.69
GB71UEID80041156581525,Flores-Dorsey,SE,Agriculture,763274.58
GB60KGWA76339684512564,Kim-Bennett,SE,Electronics,1684782.99
GB30BKCO37368846562291,"Young, Ruiz and Miller",FI,Textile,944142.53
GB58IIJY75487933852410,Hall-Juarez,DK,Textile,472734.2
GB92CGCN94918313376260,Austin-Bradley,NO,Agriculture,957892.75
GB10VSYO22855029046125,Pena-Li,SE,Shipping,1753828
GB26NQIC79491188023196,Campbell-Hendrix,NO,Shipping,1000425.65
GB27SAAV07511430462529,"Nguyen, Jackson and Parsons",SE,Agriculture,573873.4
GB08VUUR90751145573666,Schaefer-Washington,FI,Agriculture,145378.51
GB52BBDR68153491186716,"Eaton, Cook and Tran",FI,Textile,1921679.3
GB52PMLJ70330598557040,"Larson, Jenkins and Mckinney",SE,Consulting,1270405.24
GB15SKJG46854113874042,Harrison-Solomon,SE,Shipping,1661444.91
GB59OUQK43727020175444,"Cruz, Callahan and Adkins",FI,Agriculture,1118951.94
GB20RPVF59063823383420,Anderson-Roberts,SE,Textile,982904.85
GB47ANYM07490481412249,Bell Ltd,FI,Shipping,1104082.45
GB58UHHB16870732807581,"Martin, Thompson and Hines",SE,Textile,90145.36
GB43DYMN86380825870729,Davidson Group,DK,Consulting,1946576.26
GB47XAFH72409744370362,Bush and Sons,NO,Shipping,742522.25
GB19VFID82392427533266,"Thomas, Austin and Davis",SE,Consulting,377090.68
GB49TVNX55332785717705,Holmes-Johnston,NO,Textile,1296496.27
GB91DUWD16202857505175,Parker-Henson,FI,Electronics,1747699.45
GB27MCGJ29524731979318,Griffin Group,FI,Shipping,60918.73
GB57AZLC40237645193313,Suarez LLC,FI,Textile,299124.58
GB84XRCG55680231328998,"Ramirez, Rogers and Bates",SE,Textile,907025.81
GB51DIJB97030331438030,Harrison PLC,FI,Textile,1248976
GB44XCRX97079997547452,Jordan LLC,SE,Consulting,58360.62
GB04YFKA52607104746850,Smith and Sons,FI,Electronics,1746990.41
GB43UYAZ41235095676296,Velasquez Group,NO,Textile,1117033.49
GB66XYNA76262550633681,Thomas-Carlson,FI,Electronics,1143110.21
GB49MQYB33032835304526,"Hardin, Kelly and Castaneda",DK,Textile,198143.04
GB58MIND63434523198125,"Melendez, Liu and Carson",SE,Shipping,671484.83
GB73ZMYL44002367105199,White-Mclean,NO,Consulting,1540263.91
GB46MTSX41972289936286,"Martinez, Morris and Coleman",FI,Textile,1067630.34
GB16VOQA67197820457074,Sims PLC,NO,Textile,732986.95
GB02MBEO49809286207175,"Andrade, Walker and Moreno",SE,Agriculture,1350128.12
GB70MZHY74060567242717,Curry Inc,NO,Agriculture,1896936.46
GB62RBQR65281819996586,"Brown, Berry and Norton",DK,Agriculture,1105732.01
GB76JFQA88932983526461,"Werner, Henderson and Sullivan",DK,,1910097.66
GB07DMGO25521142278652,Padilla PLC,NO,Consulting,1952582.01
GB45PFTY90794744848120,Allen Ltd,NO,Consulting,1309913.54
GB33AJUW43929206910584,Howard-Rangel,DK,Agriculture,155102.22
GB76LLSH36870727859722,Gibson-Kelly,NO,Textile,993593.06
GB06XDQD85283713675340,Gaines-Wall,FI,Textile,932717.07
GB35TLHR78801766779002,Barrett-Sims,FI,Agriculture,814992.53
GB91RNPF80471772729987,Ford-Erickson,FI,Textile,1165138.2
GB81TWDA09457165509987,"Gay, Harvey and Kent",SE,Textile,290491.21
GB86CPKZ11182502264064,"Keller, Burke and Bass",DK,Electronics,158171
GB45KCEW23743697271813,"Patton, Huber and Mills",DK,Consulting,1267693.74
GB81HYRB46186936951920,Williams-Cain,DK,,287178.39
GB91IQFX44848960819000,Cox-Lewis,FI,Shipping,1233683.76
GB12MQQZ16887234889943,Potter-Gould,DK,Electronics,1136521.93
GB61ABFA03203567730781,"Martin, Powell and Hale",FI,Agriculture,1237829.97
GB80TFZZ87960005924961,Bradley PLC,DK,Shipping,661591.27
GB91UEJG98350605289986,Atkinson Ltd,NO,Agriculture,624416.36
GB37VYCT48607742018565,Rivers-Hoffman,DK,Textile,674932.66
GB62TNQV89218420950033,"Martinez, Beltran and Graham",SE,Electronics,1181503.21
GB42JYKQ44681920831348,"Rojas, Romero and Castillo",SE,,1227526.17
GB34OMEQ87316246206275,Thompson Ltd,DK,Textile,1608568.35
GB94AECA47808609193848,Walsh-Guerra,NO,Textile,1464271.56
GB39UUJI39931236799367,"Mitchell, Ford and Gutierrez",FI,Electronics,1088853.42
GB03DOOQ12178434724692,Owens-Aguilar,SE,Agriculture,1969714.14
GB34SEBY89304644016084,Neal LLC,SE,Consulting,72639.63
GB47GNTO01800250006432,Cox LLC,SE,Electronics,822849.35
GB73HSVY77847150831929,Ward LLC,SE,Shipping,972541.91
GB54AVHK69494001401052,Martin-Black,SE,Agriculture,190386.59
GB84MWZG24504696863975,"Hernandez, Yu and Hardin",FI,Agriculture,232636.71
GB28QFRH67716564212214,"Johnson, Jackson and Smith",DK,Textile,1367921.59
GB75WOZU57678329450269,Olson LLC,DK,Electronics,573777.86
GB25XMUV55855202176569,Lewis Ltd,DK,Shipping,1576094.85
GB85NHUV50122853606015,Gibson LLC,DK,Textile,824159.63
GB13HTAA47603295882406,Wright-Aguirre,NO,Electronics,164525.37
GB54VAFB53651648019045,Carlson-Webster,SE,Electronics,97619.24
GB08AYDZ37021354970944,Myers LLC,FI,Consulting,1801840.12
GB89ZUHK62641792451542,"Schultz, Evans and Miller",FI,Consulting,1414958.68
GB67ZVFB50997366804655,Williams and Sons,FI,Agriculture,1402925.27
GB41CHCE86820757994184,Farley-Robinson,FI,Consulting,1197799.47
GB80IRJF85622431032983,"Chaney, Murray and King",FI,Agriculture,219268.08
GB85BGWL57102910510341,Long and Sons,NO,Agriculture,1798862.15
GB47AONQ39132000834956,Reyes PLC,NO,Shipping,1751697.87
GB60PPGW99657686097822,"Cabrera, Bates and Long",SE,Consulting,354581.59
GB58AHTR99458265639505,"Williams, Brown and White",NO,Consulting,589598.98
GB34NOXK37339937679288,Edwards-Turner,SE,Textile,1521550.85
GB12CFNX86358676669262,Hill-Morales,FI,,1958114.73
GB86LPCC59618667099592,"Newton, Johnson and Zamora",DK,Agriculture,274138.47
GB65EBNB64553420509367,Bailey PLC,SE,Textile,271049.03
GB87PTCW19057648297642,"Gaines, Jordan and Chandler",FI,Electronics,184732.27
GB26SOEE46180254329831,Smith Inc,NO,Agriculture,1695044.54
GB07AOSM41061706028765,"Watkins, Allen and Villarreal",DK,Agriculture,445046.08
GB78UISN01167861270785,"Simpson, Davis and Murphy",DK,Consulting,1389576.85
GB29BPOC29503394876484,"Evans, Smith and Phillips",FI,Consulting,778189.07
GB96WNCB76298016997022,Mendoza-Wilcox,FI,Electronics,159275.37
GB91MBKJ01018358659422,"Harper, Sanders and Carpenter",NO,Electronics,262080.46
GB53VPKV69238701618026,"Brown, Burns and Cox",NO,Shipping,1753392.2
GB30VFFC87384822538087,Gonzalez-Mason,NO,Textile,954983.55
GB94FLDC01238582326748,Ellis LLC,SE,Textile,1004196.61
GB84NDXF62794301152598,"Elliott, Greene and Mccarthy",NO,Agriculture,304187.61
GB89XJMC73519161479915,Stevens PLC,DK,Consulting,599202.02
GB06RAAY63203029057042,"Bowers, Johnson and Harrison",SE,Agriculture,264909.96
GB84HINF50787992084370,Peters Inc,SE,Agriculture,609962.68
GB25XDLK80399858882377,Brown-Peterson,FI,Electronics,650164.28
GB37ZCCH95184629820389,"Weaver, Raymond and Mcintosh",NO,Agriculture,658942.68
GB26QSRQ76720949093517,Johnson-Hernandez,DK,Electronics,804438.87
GB49YXHI86192500838553,Gomez-Salas,SE,Shipping,500927.24
GB04IRSQ34766518775609,"Frazier, Collier and Brown",NO,Agriculture,677672.02
GB33TBJL88816977983032,"Ryan, Parrish and Rush",SE,Consulting,1371039.5
GB23MCBU92806773788996,Vasquez-Ingram,NO,Textile,1933873.79
GB33ISTL84465083875481,"Cherry, Leblanc and Manning",DK,Agriculture,1700833.62
GB57XMKZ94707102412170,Lopez Group,FI,Consulting,1879942.59
GB63SYLO66556542020959,"Greene, Wells and Wilson",FI,Consulting,1554684.94
GB18LSTA37294123467457,Holland Group,FI,Consulting,1293335.89
GB46BXBB03298094755052,"Campos, Monroe and Martin",FI,Consulting,1164930.82
GB48AKPB47489998994749,Rodriguez Ltd,FI,Consulting,1393447.9
GB35PSSL75456501832844,"Krueger, Williams and Casey",SE,Consulting,910727.88
GB65OGMC73970251932405,Johnson Ltd,DK,Electronics,956811.58
GB61DSIR69548649663867,Carter PLC,FI,Textile,1116749.2
GB93DZGK57316013168321,Blake-Mays,DK,Consulting,712394.41
GB98XJKB36879919681195,"Robinson, Nolan and Thomas",FI,Textile,315667.77
GB17JMWX50833915125884,Franco-Thompson,NO,Agriculture,180323.24
GB49OLTM71455072324973,"Galvan, Wong and Shaw",FI,Textile,1557822.38
GB64KKPN35030857231773,"Morris, Rivas and Rodriguez",SE,Shipping,1656608.5
GB04ZGUV15580901153128,Hickman Group,SE,Shipping,1224068.84
GB81QLFD33689576388091,"Caldwell, York and Griffin",DK,Agriculture,310080.81
GB05ZNKE67108908507931,"Cooper, Marshall and Webb",FI,Textile,941985.53
GB21VXDM73293850504165,Carney-Castro,DK,Shipping,188613.07
GB84BLZF61217052700889,Morales-Morris,NO,Textile,1633510.68
GB71PAKP92184572195222,Robinson-Compton,SE,Electronics,334296.99
GB87ZHWX11229007707604,"Perez, Herring and Gray",NO,Consulting,1165022.38
GB70JPKU69393634345140,Bush LLC,FI,Electronics,1152042.01
GB29PNYF99335699776009,Vang and Sons,NO,Consulting,78472.66
GB29OKYE40565212740061,"Miller, Andrews and Best",SE,Agriculture,1720480.45
GB31DDNI24794811358019,"Coleman, Austin and Potts",SE,Consulting,1913587.5
GB42UFAC27390918840322,"Garcia, Johnson and White",NO,Agriculture,1251602.82
GB16WIAC39113010436144,Leonard-Ward,SE,Agriculture,139515.45
GB38DVNQ52464262351410,Rogers-Mcdonald,FI,Shipping,128871.15
GB65DKUY19220524039152,Moore LLC,DK,Consulting,1023553.22
GB62QAHU41193299041790,"Moore, Aguilar and Brown",FI,Consulting,91042.87
GB12OCYB65491572606199,Cook-Watkins,FI,Electronics,983890.72
GB85IIZV72203386123722,Brown-Arellano,DK,Electronics,1948046.62
GB03CEYC46872077816141,Sharp-Wong,NO,Consulting,1960325.26
GB52SBKF83023160667667,"Hawkins, Hansen and Ford",FI,Consulting,1616469.57
GB33CKMT25613050498411,Robinson Group,DK,Electronics,958412.78
GB33MPSV75126766452102,Hoffman-Roy,FI,Electronics,362992.99
GB20RCGO22096457403497,Garcia LLC,DK,Agriculture,1594046.89
GB54KEVY61646681823394,Wells-Knight,DK,Consulting,912735.72
GB47ULCR20348171891087,Morales LLC,FI,Consulting,156554.47
GB65HUBQ00474171160145,Cross-Hill,FI,Electronics,916656.09
GB42XQLF99912853584144,"Butler, Rodriguez and Lopez",DK,Electronics,930267.97
GB19PZFX72593535446431,Short-Smith,NO,Electronics,1718237.93
GB55SJZH79368694716159,Wall PLC,FI,,455719.41
GB61QHZO56942150653932,Kennedy Ltd,NO,Consulting,262433.31
GB75KONT46793286643840,"Monroe, Ryan and Knight",FI,Electronics,591519.05
GB46EBEX12318154946204,Miller-Atkins,NO,Shipping,1906031.82
GB36UREH86289160901606,Hancock and Sons,SE,Consulting,81927.53
GB31XLMP15270093638697,"Ibarra, Mcdonald and Perez",DK,Consulting,84771.28
GB61UVIG28304630243315,"Smith, Dominguez and Keller",DK,Agriculture,843477.68
GB60PODD17160161705219,Lee-James,NO,Electronics,1912993.18
GB88IHHS57667370844728,"Krause, Randall and Collins",FI,Consulting,1843098.46
GB21RZTM95503134074678,Adams and Sons,SE,Agriculture,1592341.4
GB26XVUH83353216845077,Peterson Group,NO,Electronics,237067.19
GB93QWUU51009738558887,"Brown, Young and Miller",SE,Consulting,259342.44
GB70PYAK38099969000583,Walker-Maxwell,FI,Textile,1828947.89
GB63VDRV33923146218349,Smith Inc,NO,Textile,1424017.67
GB80EXFL88891889823772,Smith-Patterson,SE,Textile,405348.26
GB62KSJU61204390441840,Munoz-Sanders,FI,Shipping,204804.78
GB23KNOW26814810471799,Cummings-Ballard,SE,Textile,1488974.18
GB13GZRI24015711160840,Boyd-Bailey,SE,,1258530.75
GB65UHKD43772083733742,Scott-Salinas,FI,Shipping,1663577.85
GB81PUDY61099580799522,"Watson, Moore and Dyer",NO,Electronics,1203728.79
GB57GHDC70878047268044,"Gibson, Bowman and Jackson",NO,Textile,1699778.73
GB09DGNU16477392866749,Hodges Ltd,FI,,1924677.82
GB85CKBA61389949577416,"Burnett, Chan and Hamilton",NO,Consulting,76546.44
GB30LZFJ05482176815127,Monroe Ltd,FI,Shipping,1638106.93
GB37JAUN60369380494624,Dyer LLC,NO,Agriculture,1522595.36
GB94MMYB17942447710723,Collins-Hunt,DK,Shipping,562301.89
GB18VKRI26618396526417,"Mitchell, Duncan and Johnson",DK,Consulting,670730.06
GB27ONLG64900223762854,Coleman-Weaver,NO,Shipping,1786815.47
GB91CJKY96906657715152,"Lee, Garrison and James",FI,Electronics,158009.08
GB26ZIPF52258523275933,"Gomez, Wright and Russell",DK,Consulting,813039.47
GB85YNSV09311011046980,Castro-Cook,NO,Consulting,55449.54
GB06FCVC89675435988236,Barnes-Chambers,SE,Shipping,1005634.92
GB89GWAM51302628502466,Anderson-Smith,DK,Consulting,54097.5
GB55LDQC23894266488198,Smith PLC,FI,Electronics,1146326.02
GB77FTZA42861299307456,Brown-James,NO,Consulting,416293.2
GB82XXMX07775320196482,"Brooks, Allen and Gonzalez",NO,Consulting,82953.02
GB58FSMO25188213187729,Cruz-Rogers,FI,Shipping,454753.15
GB19XJUZ39908604424254,Ingram-Smith,DK,Electronics,928506.29
GB67GGDY86511186652042,Jones-Trevino,NO,Shipping,1824729.76
GB73IBXX55176479173015,Chavez-Joseph,FI,Consulting,1366257.66
GB16UDAH58575756056290,Brown Group,DK,Agriculture,52869.3
GB76PBCI75032351753423,"Conway, Morris and Gibson",FI,Consulting,53869.36
GB35GAVZ28305589703386,Fields LLC,DK,Textile,168128.56
GB74IHJV14149646903470,"Mcdonald, Smith and Lopez",NO,Textile,579247.1
GB36GPPD77023410409216,Chase-Jones,FI,Textile,1322157.5
GB80NWRI26891227483044,"Vaughn, Parker and Martin",NO,Consulting,61548.3
GB68FGXP65180928855064,"Erickson, White and Mcintyre",SE,Agriculture,972812.02
GB04UTSH42517715609193,Acosta-Martin,DK,Consulting,909097.75
GB41VIXN12814374021788,Schneider LLC,DK,Agriculture,1927975.59
GB46OBNY50837741300405,Mcneil LLC,DK,Textile,800653.05
GB90XNWN81700807430480,"Schmidt, Russo and Peterson",DK,Consulting,1450156.38
GB10HHEL75685476331392,Hudson-Schmidt,FI,Shipping,815123.37
GB30ZQFJ47766167982843,"Parker, Williams and Johnson",NO,Agriculture,923776.98
GB20KGTE15579063011300,"Stevens, Wolf and Mitchell",FI,Agriculture,647848.18
GB23PZHK37826723231200,"Avila, Hill and Guzman",NO,Consulting,1876392.32
GB44UNXJ95079703564412,Edwards PLC,FI,Textile,1356580.54
GB48ULRM68064489477794,Rivera-Kelley,NO,Shipping,102365.79
GB82UATV45937744925785,"Wagner, Hughes and Mclean",SE,Consulting,653731.13
GB58LNLU98020909327696,"Stevens, Foster and Garcia",SE,Agriculture,293784.8
GB86MMJT67862904541293,Briggs-Mason,NO,,1587800.31
GB14ZCVY36746107648753,Valentine-Garcia,NO,Electronics,338524.74
GB43IRQL24564567018242,"Arias, Stokes and Hernandez",DK,Agriculture,1247101.49
GB39PXIC30855988954265,Perez-Baxter,NO,Textile,1113470.06
GB61GLAZ02220258427793,Lewis-Vargas,FI,Agriculture,338013.86
GB75OPAH45904789267823,Turner PLC,FI,Textile,341309.99
GB66AAZA14276731290333,Henderson and Sons,FI,Textile,760090
GB67XXSR19493611659161,"Hall, Ramos and Porter",SE,Consulting,324886.23
GB48CQEP16098091228242,"James, Cole and Martin",DK,Shipping,432525.85
GB91NZJM10356738564007,Fry-Case,SE,Consulting,1193968.82
GB66NLDH01793288489683,"Lopez, Chavez and Leon",NO,Shipping,1865220.94
GB89BKFV71748664960500,"Holmes, Garrett and Phillips",NO,,1224608.22
GB36LEBV47506689827475,Swanson PLC,DK,Consulting,1221529.4
GB61VXNV58936330611579,Cox PLC,DK,Consulting,589676.22
GB23RVEA32719868785484,"Peterson, Leon and Harris",DK,Textile,911814.48
GB93BIPR20429637239063,Adams Ltd,FI,Agriculture,399260.33
GB67GPWO31722108990006,"Tran, Baldwin and Mcguire",FI,Textile,1923523.18
GB09GNEY59825098168502,Beasley-Tucker,SE,Consulting,1022416.21
GB08OCRD45126688664407,"Snow, Higgins and Casey",NO,Textile,1813693.28
GB03DWTJ04817338811619,Downs-Hernandez,SE,Textile,1654731.75
GB21TLAR35280617171329,Smith-Ward,FI,Electronics,610140.81
GB10JIKV49974955753347,Herman Inc,DK,Agriculture,1332086.69
GB96GXIH53676629719358,"Martin, Gray and Wright",SE,Electronics,1512071.66
GB81VXSX10695136924522,Collins-Cardenas,NO,Shipping,1642719.9
GB73FIOZ94677190914699,"Richards, Walker and Brown",NO,Consulting,1438756.15
GB43WJQU64181577845626,Foster-Reynolds,FI,Agriculture,471660.54
GB53AKZU86055302491227,Gonzalez and Sons,DK,Electronics,456671.53
GB79GXJJ68455043187242,"Ellis, Long and Proctor",FI,Textile,1998605.37
GB31HLZI38481409009049,"Wilkinson, Rogers and Camacho",NO,Electronics,757193.7
GB14ZGXS63870610402755,Perry LLC,SE,Agriculture,244095.06
GB97PWWC32276369483856,"Walker, Mendoza and Mclean",DK,Textile,548000.77
GB33GLLA67631826785641,Reilly Inc,FI,Consulting,79423.21
GB67XDEN86414013771690,Banks Inc,NO,Agriculture,1847266.48
GB60VJXY14366272297262,Bowman-West,DK,Consulting,708883.17
GB10YBPD52027256695897,Kelly-Dickerson,NO,Shipping,1116237.35
GB58UFKC58423113716663,Wilcox LLC,NO,Agriculture,476278.98
GB97JDFY71640754848376,Chan-Hernandez,NO,Electronics,1654454.29
GB60SHAI16716115886976,Sandoval-Brown,DK,Electronics,1718517.33
GB30LKRE24961302634228,White Ltd,NO,Shipping,1750338.17
GB37GSOF30262264591644,"Rice, Harrington and Bender",SE,Shipping,1611125.88
GB13UZYT30326756119746,"Brown, Foster and Gibson",SE,Agriculture,432464.75
GB09PQHC02802265994509,Moreno-Molina,FI,Textile,1750316.61
GB05VYPA36475365065649,"Armstrong, Knapp and Byrd",SE,Textile,1887344.94
GB70QOXX68986414655889,"Duke, Huber and Pope",DK,Consulting,1605722.64
GB12EWTH60437240077453,"Leach, Middleton and Thompson",NO,Consulting,55194.86
GB74VVPB18967756301494,"Mason, Bates and Norton",SE,Shipping,1632353.99
GB38QURW68180267529037,Day-Glass,NO,Agriculture,1720003.27
GB77RJCA06092226827887,Davidson-Gibson,DK,Textile,308026.72
GB39PZOK37644007446021,Clark Ltd,FI,Consulting,1679188.01
GB88BCNR37677859529212,Stout-Moore,DK,Shipping,1246868.15
GB42IHEU12256435653980,Caldwell-Rice,FI,Textile,463671.02
GB30BFEU07090205832083,Smith-Greer,SE,Consulting,1219234.9
GB92GDOW53085150390678,Casey Ltd,NO,Textile,395840.05
GB81XTYC84563874890136,Hunter Inc,SE,Consulting,65580.36
GB74MFIL26150545236256,Roy-Morris,DK,Electronics,960392.02
GB47QZBU39976276300359,Terry-Jones,SE,Shipping,1987728.41
GB51PDLV90114369195233,Harper-Skinner,FI,Shipping,808215.05
GB29PORO89111211430509,Washington PLC,NO,Agriculture,663837.12
GB28IMVH54562970156702,"Roberts, Hopkins and Patterson",SE,Shipping,202846.51
GB15YBDV41084405199269,Huang LLC,FI,Consulting,1439566.97
GB14DAEK48461812225482,Peters and Sons,DK,Agriculture,327289.32
GB29QXFF66969695517612,Miller Group,NO,Electronics,115889.9
GB19SVMF72305796801167,Warren LLC,FI,Agriculture,1638983.61
GB61RYPI02891426477412,"Sharp, Mcknight and Barron",FI,Textile,527433.83
GB80URRR24336799414732,"Taylor, Miller and Wood",NO,Shipping,1099080.45
GB09KWUM32455616989266,"Mata, Hooper and Vang",SE,Consulting,52886.54
GB71BXFA21686019395662,Hicks Inc,NO,Textile,1433340.43
GB26RLWC72245664947797,"Nelson, Dean and Hall",DK,Agriculture,1108619.29
GB86MGZV28595693385861,Roth PLC,NO,Consulting,1663911.88
GB63QUNL16191506578250,Guerra-White,NO,Consulting,307365.88
